measurement,deviceId,year,month,file_exists
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2021,12,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,1,False
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,2,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,3,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,4,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,5,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,6,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,7,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,8,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,9,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,10,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,11,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,12,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,1,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,2,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,3,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,4,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,5,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,6,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,7,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,8,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,9,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,10,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,11,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,12,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,1,False
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,2,False
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,3,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,4,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,5,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,6,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,7,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,8,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,9,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,10,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,11,False
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,12,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,1,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,2,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,3,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,4,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,5,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,6,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,7,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,8,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,9,True
sOh,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,10,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2021,11,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2021,12,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,1,False
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,2,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,3,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,4,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,5,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,6,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,7,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,8,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,9,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,10,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,11,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2022,12,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,1,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,2,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,3,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,4,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,5,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,6,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,7,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,8,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,9,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,10,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,11,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2023,12,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,1,False
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,2,False
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,3,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,4,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,5,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,6,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,7,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,8,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,9,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,10,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,11,False
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2024,12,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,1,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,2,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,3,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,4,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,5,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,6,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,7,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,8,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,9,True
stateBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-100,2025,10,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,2,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,3,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,4,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,5,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,6,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,7,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,8,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,9,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,10,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,11,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,12,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,1,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,2,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,3,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,4,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,5,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,6,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,7,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,8,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,9,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,10,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,11,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,12,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,1,False
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,2,False
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,3,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,4,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,5,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,6,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,7,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,8,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,9,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,10,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,11,False
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,12,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,1,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,2,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,3,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,4,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,5,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,6,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,7,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,8,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,9,True
tBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,2,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,11,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2022,12,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,1,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,2,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,11,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,12,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,1,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,2,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,11,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,12,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,1,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,2,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,10,True
